Date,Discharge(m3/s),runoff(mm/day),runoff(mm/day)_815km2
1/1/1976,5.89,0.625948339,0.62441227
1/2/1976,5.66,0.601505535,0.600029448
1/3/1976,5.66,0.601505535,0.600029448
1/4/1976,5.43,0.577062731,0.575646626
1/5/1976,5.43,0.577062731,0.575646626
1/6/1976,5.43,0.577062731,0.575646626
1/7/1976,5.43,0.577062731,0.575646626
1/8/1976,5.43,0.577062731,0.575646626
1/9/1976,5.43,0.577062731,0.575646626
1/10/1976,5.43,0.577062731,0.575646626
1/11/1976,5.43,0.577062731,0.575646626
1/12/1976,5.43,0.577062731,0.575646626
1/13/1976,5.43,0.577062731,0.575646626
1/14/1976,5.43,0.577062731,0.575646626
1/15/1976,5.43,0.577062731,0.575646626
1/16/1976,5.2,0.552619926,0.551263804
1/17/1976,5.2,0.552619926,0.551263804
1/18/1976,5.2,0.552619926,0.551263804
1/19/1976,5.2,0.552619926,0.551263804
1/20/1976,5.2,0.552619926,0.551263804
1/21/1976,5.2,0.552619926,0.551263804
1/22/1976,5.2,0.552619926,0.551263804
1/23/1976,5.04,0.535616236,0.53430184
1/24/1976,5.04,0.535616236,0.53430184
1/25/1976,5.04,0.535616236,0.53430184
1/26/1976,5.04,0.535616236,0.53430184
1/27/1976,5.04,0.535616236,0.53430184
1/28/1976,4.88,0.518612546,0.517339877
1/29/1976,4.88,0.518612546,0.517339877
1/30/1976,4.88,0.518612546,0.517339877
1/31/1976,4.88,0.518612546,0.517339877
2/1/1976,4.72,0.501608856,0.500377914
2/2/1976,4.72,0.501608856,0.500377914
2/3/1976,4.72,0.501608856,0.500377914
2/4/1976,4.72,0.501608856,0.500377914
2/5/1976,4.72,0.501608856,0.500377914
2/6/1976,4.72,0.501608856,0.500377914
2/7/1976,4.56,0.484605166,0.483415951
2/8/1976,4.56,0.484605166,0.483415951
2/9/1976,4.56,0.484605166,0.483415951
2/10/1976,4.56,0.484605166,0.483415951
2/11/1976,4.56,0.484605166,0.483415951
2/12/1976,4.4,0.467601476,0.466453988
2/13/1976,4.4,0.467601476,0.466453988
2/14/1976,4.4,0.467601476,0.466453988
2/15/1976,4.4,0.467601476,0.466453988
2/16/1976,4.4,0.467601476,0.466453988
2/17/1976,4.4,0.467601476,0.466453988
2/18/1976,4.88,0.518612546,0.517339877
2/19/1976,4.88,0.518612546,0.517339877
2/20/1976,4.88,0.518612546,0.517339877
2/21/1976,4.72,0.501608856,0.500377914
2/22/1976,4.88,0.518612546,0.517339877
2/23/1976,4.56,0.484605166,0.483415951
2/24/1976,4.56,0.484605166,0.483415951
2/25/1976,4.08,0.433594096,0.432530061
2/26/1976,4.08,0.433594096,0.432530061
2/27/1976,4.08,0.433594096,0.432530061
2/28/1976,3.92,0.416590406,0.415568098
2/29/1976,3.92,0.416590406,0.415568098
3/1/1976,3.76,0.399586716,0.398606135
3/2/1976,3.6,0.382583026,0.381644172
3/3/1976,3.6,0.382583026,0.381644172
3/4/1976,3.6,0.382583026,0.381644172
3/5/1976,3.6,0.382583026,0.381644172
3/6/1976,3.6,0.382583026,0.381644172
3/7/1976,3.45,0.366642066,0.365742331
3/8/1976,3.3,0.350701107,0.349840491
3/9/1976,3.3,0.350701107,0.349840491
3/10/1976,3.15,0.334760148,0.33393865
3/11/1976,3,0.318819188,0.31803681
3/12/1976,3,0.318819188,0.31803681
3/13/1976,3,0.318819188,0.31803681
3/14/1976,3,0.318819188,0.31803681
3/15/1976,3.15,0.334760148,0.33393865
3/16/1976,3,0.318819188,0.31803681
3/17/1976,3.3,0.350701107,0.349840491
3/18/1976,3.3,0.350701107,0.349840491
3/19/1976,3.3,0.350701107,0.349840491
3/20/1976,3.15,0.334760148,0.33393865
3/21/1976,3.15,0.334760148,0.33393865
3/22/1976,3,0.318819188,0.31803681
3/23/1976,3,0.318819188,0.31803681
3/24/1976,3.15,0.334760148,0.33393865
3/25/1976,3.15,0.334760148,0.33393865
3/26/1976,3.15,0.334760148,0.33393865
3/27/1976,3,0.318819188,0.31803681
3/28/1976,3,0.318819188,0.31803681
3/29/1976,3,0.318819188,0.31803681
3/30/1976,3,0.318819188,0.31803681
3/31/1976,3,0.318819188,0.31803681
4/1/1976,3.15,0.334760148,0.33393865
4/2/1976,3.3,0.350701107,0.349840491
4/3/1976,3.45,0.366642066,0.365742331
4/4/1976,3.3,0.350701107,0.349840491
4/5/1976,3.3,0.350701107,0.349840491
4/6/1976,3.3,0.350701107,0.349840491
4/7/1976,3.3,0.350701107,0.349840491
4/8/1976,3.3,0.350701107,0.349840491
4/9/1976,3.15,0.334760148,0.33393865
4/10/1976,3,0.318819188,0.31803681
4/11/1976,3,0.318819188,0.31803681
4/12/1976,2.85,0.302878229,0.302134969
4/13/1976,2.85,0.302878229,0.302134969
4/14/1976,2.85,0.302878229,0.302134969
4/15/1976,3,0.318819188,0.31803681
4/16/1976,3,0.318819188,0.31803681
4/17/1976,3,0.318819188,0.31803681
4/18/1976,3,0.318819188,0.31803681
4/19/1976,2.85,0.302878229,0.302134969
4/20/1976,2.85,0.302878229,0.302134969
4/21/1976,2.7,0.286937269,0.286233129
4/22/1976,8.25,0.876752768,0.874601227
4/23/1976,4.72,0.501608856,0.500377914
4/24/1976,5.89,0.625948339,0.62441227
4/25/1976,4.24,0.450597786,0.449492025
4/26/1976,3.76,0.399586716,0.398606135
4/27/1976,3.3,0.350701107,0.349840491
4/28/1976,3.15,0.334760148,0.33393865
4/29/1976,3,0.318819188,0.31803681
4/30/1976,2.7,0.286937269,0.286233129
5/1/1976,2.7,0.286937269,0.286233129
5/2/1976,2.55,0.27099631,0.270331288
5/3/1976,2.55,0.27099631,0.270331288
5/4/1976,2.4,0.255055351,0.254429448
5/5/1976,2.25,0.239114391,0.238527607
5/6/1976,2.25,0.239114391,0.238527607
5/7/1976,2.1,0.223173432,0.222625767
5/8/1976,2.4,0.255055351,0.254429448
5/9/1976,2.4,0.255055351,0.254429448
5/10/1976,2.4,0.255055351,0.254429448
5/11/1976,2.4,0.255055351,0.254429448
5/12/1976,2.25,0.239114391,0.238527607
5/13/1976,2.7,0.286937269,0.286233129
5/14/1976,4.56,0.484605166,0.483415951
5/15/1976,4.72,0.501608856,0.500377914
5/16/1976,4.24,0.450597786,0.449492025
5/17/1976,3.76,0.399586716,0.398606135
5/18/1976,4.56,0.484605166,0.483415951
5/19/1976,5.2,0.552619926,0.551263804
5/20/1976,7.5,0.79704797,0.795092025
5/21/1976,4.72,0.501608856,0.500377914
5/22/1976,3.76,0.399586716,0.398606135
5/23/1976,3.3,0.350701107,0.349840491
5/24/1976,2.7,0.286937269,0.286233129
5/25/1976,2.4,0.255055351,0.254429448
5/26/1976,2.25,0.239114391,0.238527607
5/27/1976,2.1,0.223173432,0.222625767
5/28/1976,2.02,0.214671587,0.214144785
5/29/1976,1.86,0.197667897,0.197182822
5/30/1976,1.78,0.189166052,0.18870184
5/31/1976,1.7,0.180664207,0.180220859
6/1/1976,1.62,0.172162362,0.171739877
6/2/1976,1.54,0.163660517,0.163258896
6/3/1976,1.54,0.163660517,0.163258896
6/4/1976,1.54,0.163660517,0.163258896
6/5/1976,3,0.318819188,0.31803681
6/6/1976,6.58,0.699276753,0.697560736
6/7/1976,3.45,0.366642066,0.365742331
6/8/1976,4.56,0.484605166,0.483415951
6/9/1976,3.45,0.366642066,0.365742331
6/10/1976,3.45,0.366642066,0.365742331
6/11/1976,2.85,0.302878229,0.302134969
6/12/1976,2.55,0.27099631,0.270331288
6/13/1976,2.4,0.255055351,0.254429448
6/14/1976,2.25,0.239114391,0.238527607
6/15/1976,2.4,0.255055351,0.254429448
6/16/1976,2.85,0.302878229,0.302134969
6/17/1976,3.6,0.382583026,0.381644172
6/18/1976,3.6,0.382583026,0.381644172
6/19/1976,2.85,0.302878229,0.302134969
6/20/1976,2.4,0.255055351,0.254429448
6/21/1976,2.02,0.214671587,0.214144785
6/22/1976,1.94,0.206169742,0.205663804
6/23/1976,1.78,0.189166052,0.18870184
6/24/1976,1.62,0.172162362,0.171739877
6/25/1976,1.7,0.180664207,0.180220859
6/26/1976,1.94,0.206169742,0.205663804
6/27/1976,2.02,0.214671587,0.214144785
6/28/1976,2.02,0.214671587,0.214144785
6/29/1976,1.94,0.206169742,0.205663804
6/30/1976,1.94,0.206169742,0.205663804
7/1/1976,5.43,0.577062731,0.575646626
7/2/1976,6.81,0.723719557,0.721943558
7/3/1976,4.72,0.501608856,0.500377914
7/4/1976,4.4,0.467601476,0.466453988
7/5/1976,4.24,0.450597786,0.449492025
7/6/1976,4.08,0.433594096,0.432530061
7/7/1976,3.92,0.416590406,0.415568098
7/8/1976,3.92,0.416590406,0.415568098
7/9/1976,7.27,0.772605166,0.770709202
7/10/1976,12.8,1.360295203,1.356957055
7/11/1976,19.6,2.08295203,2.077840491
7/12/1976,8.75,0.929889299,0.927607362
7/13/1976,7.04,0.748162362,0.74632638
7/14/1976,9.5,1.009594096,1.007116564
7/15/1976,10.8,1.147749077,1.144932515
7/16/1976,20,2.125461255,2.120245399
7/17/1976,25.2,2.678081181,2.671509202
7/18/1976,18.4,1.955424354,1.950625767
7/19/1976,14,1.487822878,1.484171779
7/20/1976,10.4,1.105239852,1.102527607
7/21/1976,7.5,0.79704797,0.795092025
7/22/1976,6.35,0.674833948,0.673177914
7/23/1976,10,1.062730627,1.060122699
7/24/1976,7.75,0.823616236,0.821595092
7/25/1976,9,0.956457565,0.954110429
7/26/1976,20.4,2.16797048,2.162650307
7/27/1976,18.8,1.997933579,1.993030675
7/28/1976,16.8,1.785387454,1.781006135
7/29/1976,21.2,2.25298893,2.247460123
7/30/1976,22.8,2.42302583,2.417079755
7/31/1976,20.4,2.16797048,2.162650307
8/1/1976,15.6,1.657859779,1.653791411
8/2/1976,14,1.487822878,1.484171779
8/3/1976,12,1.275276753,1.272147239
8/4/1976,14.4,1.530332103,1.526576687
8/5/1976,14.8,1.572841328,1.568981595
8/6/1976,16.4,1.742878229,1.738601227
8/7/1976,23.6,2.50804428,2.501889571
8/8/1976,20.8,2.210479705,2.205055215
8/9/1976,20.8,2.210479705,2.205055215
8/10/1976,22.4,2.380516605,2.374674847
8/11/1976,28,2.975645756,2.968343558
8/12/1976,26.8,2.848118081,2.841128834
8/13/1976,22.4,2.380516605,2.374674847
8/14/1976,34,3.613284133,3.604417178
8/15/1976,34,3.613284133,3.604417178
8/16/1976,41.2,4.378450185,4.367705521
8/17/1976,40,4.250922509,4.240490798
8/18/1976,34,3.613284133,3.604417178
8/19/1976,60.4,6.418892989,6.403141104
8/20/1976,44.8,4.76103321,4.749349693
8/21/1976,37,3.932103321,3.922453988
8/22/1976,32,3.400738007,3.392392638
8/23/1976,36,3.825830258,3.816441718
8/24/1976,39.5,4.197785978,4.187484663
8/25/1976,37,3.932103321,3.922453988
8/26/1976,33,3.50701107,3.498404908
8/27/1976,34,3.613284133,3.604417178
8/28/1976,34,3.613284133,3.604417178
8/29/1976,34.5,3.666420664,3.657423313
8/30/1976,33,3.50701107,3.498404908
8/31/1976,31,3.294464945,3.286380368
9/1/1976,29.2,3.103173432,3.095558282
9/2/1976,28.4,3.018154982,3.010748466
9/3/1976,32,3.400738007,3.392392638
9/4/1976,31,3.294464945,3.286380368
9/5/1976,33,3.50701107,3.498404908
9/6/1976,41.8,4.442214022,4.431312883
9/7/1976,37.5,3.985239852,3.975460123
9/8/1976,35,3.719557196,3.710429448
9/9/1976,44.8,4.76103321,4.749349693
9/10/1976,40,4.250922509,4.240490798
9/11/1976,39,4.144649446,4.134478528
9/12/1976,36.5,3.87896679,3.869447853
9/13/1976,32.5,3.453874539,3.445398773
9/14/1976,29.6,3.145682657,3.13796319
9/15/1976,26.4,2.805608856,2.798723926
9/16/1976,26,2.763099631,2.756319018
9/17/1976,37,3.932103321,3.922453988
9/18/1976,31,3.294464945,3.286380368
9/19/1976,25.2,2.678081181,2.671509202
9/20/1976,24.4,2.593062731,2.586699387
9/21/1976,22,2.33800738,2.332269939
9/22/1976,20.8,2.210479705,2.205055215
9/23/1976,19.6,2.08295203,2.077840491
9/24/1976,18.4,1.955424354,1.950625767
9/25/1976,18,1.912915129,1.908220859
9/26/1976,18,1.912915129,1.908220859
9/27/1976,25.6,2.720590406,2.71391411
9/28/1976,21.2,2.25298893,2.247460123
9/29/1976,22.4,2.380516605,2.374674847
9/30/1976,22.8,2.42302583,2.417079755
10/1/1976,21.2,2.25298893,2.247460123
10/2/1976,18.4,1.955424354,1.950625767
10/3/1976,17.2,1.827896679,1.823411043
10/4/1976,16.4,1.742878229,1.738601227
10/5/1976,15.6,1.657859779,1.653791411
10/6/1976,14.8,1.572841328,1.568981595
10/7/1976,14,1.487822878,1.484171779
10/8/1976,14.8,1.572841328,1.568981595
10/9/1976,13.6,1.445313653,1.441766871
10/10/1976,12.8,1.360295203,1.356957055
10/11/1976,12.4,1.317785978,1.314552147
10/12/1976,12,1.275276753,1.272147239
10/13/1976,12,1.275276753,1.272147239
10/14/1976,11.6,1.232767528,1.229742331
10/15/1976,11.2,1.190258303,1.187337423
10/16/1976,10.8,1.147749077,1.144932515
10/17/1976,10.8,1.147749077,1.144932515
10/18/1976,10.4,1.105239852,1.102527607
10/19/1976,10,1.062730627,1.060122699
10/20/1976,10,1.062730627,1.060122699
10/21/1976,9.75,1.036162362,1.033619632
10/22/1976,9.75,1.036162362,1.033619632
10/23/1976,9.5,1.009594096,1.007116564
10/24/1976,9.5,1.009594096,1.007116564
10/25/1976,9.25,0.98302583,0.980613497
10/26/1976,9.25,0.98302583,0.980613497
10/27/1976,9,0.956457565,0.954110429
10/28/1976,9,0.956457565,0.954110429
10/29/1976,8.75,0.929889299,0.927607362
10/30/1976,8.5,0.903321033,0.901104294
10/31/1976,8.5,0.903321033,0.901104294
11/1/1976,8.5,0.903321033,0.901104294
11/2/1976,8.25,0.876752768,0.874601227
11/3/1976,8.25,0.876752768,0.874601227
11/4/1976,8,0.850184502,0.84809816
11/5/1976,8,0.850184502,0.84809816
11/6/1976,8,0.850184502,0.84809816
11/7/1976,7.75,0.823616236,0.821595092
11/8/1976,7.75,0.823616236,0.821595092
11/9/1976,7.5,0.79704797,0.795092025
11/10/1976,7.5,0.79704797,0.795092025
11/11/1976,7.5,0.79704797,0.795092025
11/12/1976,7.27,0.772605166,0.770709202
11/13/1976,7.27,0.772605166,0.770709202
11/14/1976,7.04,0.748162362,0.74632638
11/15/1976,7.04,0.748162362,0.74632638
11/16/1976,7.04,0.748162362,0.74632638
11/17/1976,6.81,0.723719557,0.721943558
11/18/1976,6.81,0.723719557,0.721943558
11/19/1976,6.58,0.699276753,0.697560736
11/20/1976,6.58,0.699276753,0.697560736
11/21/1976,6.58,0.699276753,0.697560736
11/22/1976,6.58,0.699276753,0.697560736
11/23/1976,6.58,0.699276753,0.697560736
11/24/1976,6.35,0.674833948,0.673177914
11/25/1976,6.35,0.674833948,0.673177914
11/26/1976,6.12,0.650391144,0.648795092
11/27/1976,6.12,0.650391144,0.648795092
11/28/1976,6.12,0.650391144,0.648795092
11/29/1976,5.89,0.625948339,0.62441227
11/30/1976,5.89,0.625948339,0.62441227
12/1/1976,5.66,0.601505535,0.600029448
12/2/1976,5.66,0.601505535,0.600029448
12/3/1976,5.43,0.577062731,0.575646626
12/4/1976,5.43,0.577062731,0.575646626
12/5/1976,5.43,0.577062731,0.575646626
12/6/1976,5.66,0.601505535,0.600029448
12/7/1976,5.43,0.577062731,0.575646626
12/8/1976,5.04,0.535616236,0.53430184
12/9/1976,4.88,0.518612546,0.517339877
12/10/1976,4.88,0.518612546,0.517339877
12/11/1976,4.72,0.501608856,0.500377914
12/12/1976,4.72,0.501608856,0.500377914
12/13/1976,4.72,0.501608856,0.500377914
12/14/1976,4.72,0.501608856,0.500377914
12/15/1976,4.72,0.501608856,0.500377914
12/16/1976,4.72,0.501608856,0.500377914
12/17/1976,4.72,0.501608856,0.500377914
12/18/1976,4.72,0.501608856,0.500377914
12/19/1976,4.88,0.518612546,0.517339877
12/20/1976,4.72,0.501608856,0.500377914
12/21/1976,4.72,0.501608856,0.500377914
12/22/1976,4.72,0.501608856,0.500377914
12/23/1976,4.72,0.501608856,0.500377914
12/24/1976,4.56,0.484605166,0.483415951
12/25/1976,4.56,0.484605166,0.483415951
12/26/1976,4.56,0.484605166,0.483415951
12/27/1976,4.56,0.484605166,0.483415951
12/28/1976,4.56,0.484605166,0.483415951
12/29/1976,4.56,0.484605166,0.483415951
12/30/1976,4.56,0.484605166,0.483415951
12/31/1976,4.56,0.484605166,0.483415951
1/1/1977,4.56,0.484605166,0.483415951
1/2/1977,4.56,0.484605166,0.483415951
1/3/1977,4.56,0.484605166,0.483415951
1/4/1977,4.56,0.484605166,0.483415951
1/5/1977,4.4,0.467601476,0.466453988
1/6/1977,4.4,0.467601476,0.466453988
1/7/1977,4.4,0.467601476,0.466453988
1/8/1977,4.4,0.467601476,0.466453988
1/9/1977,4.4,0.467601476,0.466453988
1/10/1977,4.4,0.467601476,0.466453988
1/11/1977,4.24,0.450597786,0.449492025
1/12/1977,4.24,0.450597786,0.449492025
1/13/1977,4.24,0.450597786,0.449492025
1/14/1977,4.08,0.433594096,0.432530061
1/15/1977,4.08,0.433594096,0.432530061
1/16/1977,4.08,0.433594096,0.432530061
1/17/1977,3.92,0.416590406,0.415568098
1/18/1977,3.92,0.416590406,0.415568098
1/19/1977,3.76,0.399586716,0.398606135
1/20/1977,3.84,0.408088561,0.407087117
1/21/1977,3.92,0.416590406,0.415568098
1/22/1977,3.92,0.416590406,0.415568098
1/23/1977,3.92,0.416590406,0.415568098
1/24/1977,3.92,0.416590406,0.415568098
1/25/1977,5.04,0.535616236,0.53430184
1/26/1977,5.04,0.535616236,0.53430184
1/27/1977,4.88,0.518612546,0.517339877
1/28/1977,4.72,0.501608856,0.500377914
1/29/1977,4.56,0.484605166,0.483415951
1/30/1977,4.56,0.484605166,0.483415951
1/31/1977,4.4,0.467601476,0.466453988
2/1/1977,4.4,0.467601476,0.466453988
2/2/1977,4.24,0.450597786,0.449492025
2/3/1977,4.24,0.450597786,0.449492025
2/4/1977,4.24,0.450597786,0.449492025
2/5/1977,4.8,0.510110701,0.508858896
2/6/1977,4.96,0.527114391,0.525820859
2/7/1977,4.88,0.518612546,0.517339877
2/8/1977,4.56,0.484605166,0.483415951
2/9/1977,4.4,0.467601476,0.466453988
2/10/1977,4.32,0.459099631,0.457973006
2/11/1977,4.08,0.433594096,0.432530061
2/12/1977,4.08,0.433594096,0.432530061
2/13/1977,4.08,0.433594096,0.432530061
2/14/1977,4.08,0.433594096,0.432530061
2/15/1977,4.08,0.433594096,0.432530061
2/16/1977,4,0.425092251,0.42404908
2/17/1977,3.76,0.399586716,0.398606135
2/18/1977,3.52,0.374081181,0.37316319
2/19/1977,3.45,0.366642066,0.365742331
2/20/1977,3.15,0.334760148,0.33393865
2/21/1977,3.15,0.334760148,0.33393865
2/22/1977,3.15,0.334760148,0.33393865
2/23/1977,3.15,0.334760148,0.33393865
2/24/1977,3.15,0.334760148,0.33393865
2/25/1977,3.15,0.334760148,0.33393865
2/26/1977,3.15,0.334760148,0.33393865
2/27/1977,3.15,0.334760148,0.33393865
2/28/1977,3.15,0.334760148,0.33393865
3/1/1977,3.15,0.334760148,0.33393865
3/2/1977,3,0.318819188,0.31803681
3/3/1977,3,0.318819188,0.31803681
3/4/1977,3,0.318819188,0.31803681
3/5/1977,3,0.318819188,0.31803681
3/6/1977,2.85,0.302878229,0.302134969
3/7/1977,2.85,0.302878229,0.302134969
3/8/1977,2.85,0.302878229,0.302134969
3/9/1977,2.85,0.302878229,0.302134969
3/10/1977,2.85,0.302878229,0.302134969
3/11/1977,2.85,0.302878229,0.302134969
3/12/1977,2.85,0.302878229,0.302134969
3/13/1977,2.85,0.302878229,0.302134969
3/14/1977,2.85,0.302878229,0.302134969
3/15/1977,2.85,0.302878229,0.302134969
3/16/1977,2.85,0.302878229,0.302134969
3/17/1977,2.85,0.302878229,0.302134969
3/18/1977,2.85,0.302878229,0.302134969
3/19/1977,2.85,0.302878229,0.302134969
3/20/1977,2.85,0.302878229,0.302134969
3/21/1977,2.85,0.302878229,0.302134969
3/22/1977,2.85,0.302878229,0.302134969
3/23/1977,2.85,0.302878229,0.302134969
3/24/1977,2.85,0.302878229,0.302134969
3/25/1977,2.85,0.302878229,0.302134969
3/26/1977,2.85,0.302878229,0.302134969
3/27/1977,3,0.318819188,0.31803681
3/28/1977,3,0.318819188,0.31803681
3/29/1977,3.15,0.334760148,0.33393865
3/30/1977,3.15,0.334760148,0.33393865
3/31/1977,3,0.318819188,0.31803681
4/1/1977,2.85,0.302878229,0.302134969
4/2/1977,2.85,0.302878229,0.302134969
4/3/1977,2.85,0.302878229,0.302134969
4/4/1977,2.85,0.302878229,0.302134969
4/5/1977,2.85,0.302878229,0.302134969
4/6/1977,3.6,0.382583026,0.381644172
4/7/1977,3.6,0.382583026,0.381644172
4/8/1977,3.6,0.382583026,0.381644172
4/9/1977,3.45,0.366642066,0.365742331
4/10/1977,3.45,0.366642066,0.365742331
4/11/1977,3.3,0.350701107,0.349840491
4/12/1977,3.15,0.334760148,0.33393865
4/13/1977,3.15,0.334760148,0.33393865
4/14/1977,3.15,0.334760148,0.33393865
4/15/1977,3.6,0.382583026,0.381644172
4/16/1977,3.6,0.382583026,0.381644172
4/17/1977,3.45,0.366642066,0.365742331
4/18/1977,3.6,0.382583026,0.381644172
4/19/1977,3.84,0.408088561,0.407087117
4/20/1977,3.76,0.399586716,0.398606135
4/21/1977,3.6,0.382583026,0.381644172
4/22/1977,3.45,0.366642066,0.365742331
4/23/1977,3.3,0.350701107,0.349840491
4/24/1977,3.15,0.334760148,0.33393865
4/25/1977,3.15,0.334760148,0.33393865
4/26/1977,3,0.318819188,0.31803681
4/27/1977,2.85,0.302878229,0.302134969
4/28/1977,2.85,0.302878229,0.302134969
4/29/1977,2.85,0.302878229,0.302134969
4/30/1977,3,0.318819188,0.31803681
5/1/1977,3.38,0.359202952,0.358321472
5/2/1977,4.72,0.501608856,0.500377914
5/3/1977,4.24,0.450597786,0.449492025
5/4/1977,4.48,0.476103321,0.474934969
5/5/1977,4.24,0.450597786,0.449492025
5/6/1977,4,0.425092251,0.42404908
5/7/1977,4.24,0.450597786,0.449492025
5/8/1977,4.48,0.476103321,0.474934969
5/9/1977,3.92,0.416590406,0.415568098
5/10/1977,12.9,1.370922509,1.367558282
5/11/1977,4.24,0.450597786,0.449492025
5/12/1977,5.04,0.535616236,0.53430184
5/13/1977,4.8,0.510110701,0.508858896
5/14/1977,4.08,0.433594096,0.432530061
5/15/1977,3.84,0.408088561,0.407087117
5/16/1977,3.76,0.399586716,0.398606135
5/17/1977,3.45,0.366642066,0.365742331
5/18/1977,3.45,0.366642066,0.365742331
5/19/1977,3.08,0.327321033,0.326517791
5/20/1977,2.85,0.302878229,0.302134969
5/21/1977,2.85,0.302878229,0.302134969
5/22/1977,2.78,0.295439114,0.29471411
5/23/1977,2.7,0.286937269,0.286233129
5/24/1977,2.25,0.239114391,0.238527607
5/25/1977,2.55,0.27099631,0.270331288
5/26/1977,3.08,0.327321033,0.326517791
5/27/1977,2.47,0.262494465,0.261850307
5/28/1977,2.4,0.255055351,0.254429448
5/29/1977,2.14,0.227424354,0.226866258
5/30/1977,2.02,0.214671587,0.214144785
5/31/1977,2.02,0.214671587,0.214144785
6/1/1977,2.02,0.214671587,0.214144785
6/2/1977,1.94,0.206169742,0.205663804
6/3/1977,1.94,0.206169742,0.205663804
6/4/1977,1.86,0.197667897,0.197182822
6/5/1977,1.78,0.189166052,0.18870184
6/6/1977,1.78,0.189166052,0.18870184
6/7/1977,1.78,0.189166052,0.18870184
6/8/1977,1.94,0.206169742,0.205663804
6/9/1977,1.86,0.197667897,0.197182822
6/10/1977,1.86,0.197667897,0.197182822
6/11/1977,1.86,0.197667897,0.197182822
6/12/1977,3.45,0.366642066,0.365742331
6/13/1977,3.45,0.366642066,0.365742331
6/14/1977,3.45,0.366642066,0.365742331
6/15/1977,3.45,0.366642066,0.365742331
6/16/1977,3.45,0.366642066,0.365742331
6/17/1977,3.6,0.382583026,0.381644172
6/18/1977,3.68,0.391084871,0.390125153
6/19/1977,1.94,0.206169742,0.205663804
6/20/1977,12,1.275276753,1.272147239
6/21/1977,3.45,0.366642066,0.365742331
6/22/1977,181,19.23542435,19.18822086
6/23/1977,14.4,1.530332103,1.526576687
6/24/1977,6.81,0.723719557,0.721943558
6/25/1977,23.8,2.529298893,2.523092025
6/26/1977,8.75,0.929889299,0.927607362
6/27/1977,17.2,1.827896679,1.823411043
6/28/1977,15.8,1.679114391,1.674993865
6/29/1977,10.4,1.105239852,1.102527607
6/30/1977,11.1,1.179630996,1.176736196
7/1/1977,9.37,0.995778598,0.993334969
7/2/1977,10,1.062730627,1.060122699
7/3/1977,30,3.188191882,3.180368098
7/4/1977,19.4,2.061697417,2.056638037
7/5/1977,20.6,2.189225092,2.183852761
7/6/1977,17.2,1.827896679,1.823411043
7/7/1977,13.6,1.445313653,1.441766871
7/8/1977,19.8,2.104206642,2.099042945
7/9/1977,21,2.231734317,2.226257669
7/10/1977,31,3.294464945,3.286380368
7/11/1977,29.2,3.103173432,3.095558282
7/12/1977,35.3,3.751439114,3.742233129
7/13/1977,26.2,2.784354244,2.777521472
7/14/1977,38.4,4.080885609,4.070871166
7/15/1977,25.4,2.699335793,2.692711656
7/16/1977,42.7,4.537859779,4.526723926
7/17/1977,24.8,2.635571956,2.629104294
7/18/1977,29.1,3.092546125,3.084957055
7/19/1977,44.4,4.718523985,4.706944785
7/20/1977,45.7,4.856678967,4.844760736
7/21/1977,35.3,3.751439114,3.742233129
7/22/1977,50.2,5.334907749,5.321815951
7/23/1977,110,11.6900369,11.66134969
7/24/1977,64.9,6.897121771,6.880196319
7/25/1977,73,7.757933579,7.738895706
7/26/1977,40.3,4.282804428,4.272294479
7/27/1977,35.8,3.804575646,3.795239264
7/28/1977,44.2,4.697269373,4.685742331
7/29/1977,32,3.400738007,3.392392638
7/30/1977,39,4.144649446,4.134478528
7/31/1977,32.5,3.453874539,3.445398773
8/1/1977,27.4,2.911881919,2.904736196
8/2/1977,72.4,7.694169742,7.675288344
8/3/1977,79.5,8.448708487,8.42797546
8/4/1977,32.3,3.432619926,3.424196319
8/5/1977,40,4.250922509,4.240490798
8/6/1977,37.5,3.985239852,3.975460123
8/7/1977,50.5,5.366789668,5.353619632
8/8/1977,40,4.250922509,4.240490798
8/9/1977,42.7,4.537859779,4.526723926
8/10/1977,37,3.932103321,3.922453988
8/11/1977,35,3.719557196,3.710429448
8/12/1977,31.5,3.347601476,3.339386503
8/13/1977,44.2,4.697269373,4.685742331
8/14/1977,41.5,4.410332103,4.399509202
8/15/1977,52.3,5.558081181,5.544441718
8/16/1977,41.5,4.410332103,4.399509202
8/17/1977,45.4,4.824797048,4.812957055
8/18/1977,40,4.250922509,4.240490798
8/19/1977,34.5,3.666420664,3.657423313
8/20/1977,30,3.188191882,3.180368098
8/21/1977,32.5,3.453874539,3.445398773
8/22/1977,31.8,3.379483395,3.371190184
8/23/1977,39.2,4.165904059,4.155680982
8/24/1977,33.5,3.560147601,3.551411043
8/25/1977,33.5,3.560147601,3.551411043
8/26/1977,63.4,6.737712177,6.721177914
8/27/1977,52.6,5.5899631,5.576245399
8/28/1977,43.3,4.601623616,4.590331288
8/29/1977,84,8.926937269,8.905030675
8/30/1977,54.4,5.781254613,5.767067485
8/31/1977,45.1,4.792915129,4.781153374
9/1/1977,46.3,4.920442804,4.908368098
9/2/1977,38.5,4.091512915,4.081472393
9/3/1977,36.3,3.857712177,3.848245399
9/4/1977,38.8,4.123394834,4.113276074
9/5/1977,31.3,3.326346863,3.318184049
