Date,Discharge(m3/s),runoff(mm/day),runoff(mm/day)_815km2
4/3/1981,2.25,0.239114391,0.238527607
4/4/1981,2.25,0.239114391,0.238527607
4/5/1981,2.1,0.223173432,0.222625767
4/6/1981,2.06,0.218922509,0.218385276
4/7/1981,2.02,0.214671587,0.214144785
4/8/1981,2.02,0.214671587,0.214144785
4/9/1981,2.02,0.214671587,0.214144785
4/10/1981,1.94,0.206169742,0.205663804
4/11/1981,1.94,0.206169742,0.205663804
4/12/1981,1.94,0.206169742,0.205663804
4/13/1981,1.94,0.206169742,0.205663804
4/14/1981,1.94,0.206169742,0.205663804
4/15/1981,1.94,0.206169742,0.205663804
4/16/1981,1.94,0.206169742,0.205663804
4/17/1981,3.61,0.383645756,0.382704294
4/18/1981,2.7,0.286937269,0.286233129
4/19/1981,5.84,0.620634686,0.619111656
4/20/1981,3.84,0.408088561,0.407087117
4/21/1981,3.6,0.382583026,0.381644172
4/22/1981,3.3,0.350701107,0.349840491
4/23/1981,3.22,0.342199262,0.341359509
4/24/1981,3.15,0.334760148,0.33393865
4/25/1981,3.15,0.334760148,0.33393865
4/26/1981,3.15,0.334760148,0.33393865
4/27/1981,3.6,0.382583026,0.381644172
4/28/1981,3.52,0.374081181,0.37316319
4/29/1981,3.3,0.350701107,0.349840491
4/30/1981,3.15,0.334760148,0.33393865
5/1/1981,2.78,0.295439114,0.29471411
5/2/1981,2.4,0.255055351,0.254429448
5/3/1981,2.02,0.214671587,0.214144785
5/4/1981,1.78,0.189166052,0.18870184
5/5/1981,1.78,0.189166052,0.18870184
5/6/1981,2.85,0.302878229,0.302134969
5/7/1981,3.37,0.358140221,0.35726135
5/8/1981,5.33,0.566435424,0.565045399
5/9/1981,4.08,0.433594096,0.432530061
5/10/1981,3.6,0.382583026,0.381644172
5/11/1981,3.69,0.392147601,0.391185276
5/12/1981,5.69,0.604693727,0.603209816
5/13/1981,3.15,0.334760148,0.33393865
5/14/1981,2.33,0.247616236,0.247008589
5/15/1981,2.06,0.218922509,0.218385276
5/16/1981,1.94,0.206169742,0.205663804
5/17/1981,1.9,0.201918819,0.201423313
5/18/1981,1.82,0.193416974,0.192942331
5/19/1981,3.6,0.382583026,0.381644172
5/20/1981,3.37,0.358140221,0.35726135
5/21/1981,3,0.318819188,0.31803681
5/22/1981,2.85,0.302878229,0.302134969
5/23/1981,2.7,0.286937269,0.286233129
5/24/1981,2.7,0.286937269,0.286233129
5/25/1981,2.4,0.255055351,0.254429448
5/26/1981,2.1,0.223173432,0.222625767
5/27/1981,2.06,0.218922509,0.218385276
5/28/1981,1.98,0.210420664,0.209904294
5/29/1981,1.9,0.201918819,0.201423313
5/30/1981,1.74,0.184915129,0.18446135
5/31/1981,1.58,0.167911439,0.167499387
6/1/1981,1.42,0.150907749,0.150537423
6/2/1981,1.3,0.138154982,0.137815951
6/3/1981,1.22,0.129653137,0.129334969
6/4/1981,1.17,0.124339483,0.124034356
6/5/1981,1.11,0.1179631,0.11767362
6/6/1981,1.05,0.111586716,0.111312883
6/7/1981,0.977,0.103828782,0.103573988
6/8/1981,0.92,0.097771218,0.097531288
6/9/1981,0.996,0.10584797,0.105588221
6/10/1981,0.977,0.103828782,0.103573988
6/11/1981,0.958,0.101809594,0.101559755
6/12/1981,0.92,0.097771218,0.097531288
6/13/1981,0.92,0.097771218,0.097531288
6/14/1981,0.92,0.097771218,0.097531288
6/15/1981,0.92,0.097771218,0.097531288
6/16/1981,0.92,0.097771218,0.097531288
6/17/1981,0.92,0.097771218,0.097531288
6/18/1981,0.92,0.097771218,0.097531288
6/19/1981,0.92,0.097771218,0.097531288
6/20/1981,0.92,0.097771218,0.097531288
6/21/1981,8.37,0.889505535,0.887322699
6/22/1981,4.88,0.518612546,0.517339877
6/23/1981,7.5,0.79704797,0.795092025
6/24/1981,5.46,0.580250923,0.578826994
6/25/1981,4.72,0.501608856,0.500377914
6/26/1981,4.08,0.433594096,0.432530061
6/27/1981,3.22,0.342199262,0.341359509
6/28/1981,2.25,0.239114391,0.238527607
6/29/1981,45,4.782287823,4.770552147
6/30/1981,18,1.912915129,1.908220859
7/1/1981,15.8,1.679114391,1.674993865
7/2/1981,14,1.487822878,1.484171779
7/3/1981,12.8,1.360295203,1.356957055
7/4/1981,11,1.16900369,1.166134969
7/5/1981,9.7,1.030848708,1.028319018
7/6/1981,9,0.956457565,0.954110429
7/7/1981,8.37,0.889505535,0.887322699
7/8/1981,7.27,0.772605166,0.770709202
7/9/1981,58.2,6.185092251,6.16991411
7/10/1981,30.8,3.273210332,3.265177914
7/11/1981,12.8,1.360295203,1.356957055
7/12/1981,185,19.66051661,19.61226994
7/13/1981,37.5,3.985239852,3.975460123
7/14/1981,30,3.188191882,3.180368098
7/15/1981,37,3.932103321,3.922453988
7/16/1981,58.6,6.227601476,6.212319018
7/17/1981,58.9,6.259483395,6.244122699
7/18/1981,55,5.84501845,5.830674847
7/19/1981,36.8,3.910848708,3.901251534
7/20/1981,52,5.526199262,5.512638037
7/21/1981,43.3,4.601623616,4.590331288
7/22/1981,37.8,4.017121771,4.007263804
7/23/1981,44.7,4.750405904,4.738748466
7/24/1981,31.8,3.379483395,3.371190184
7/25/1981,28,2.975645756,2.968343558
7/26/1981,30.3,3.220073801,3.212171779
7/27/1981,30.5,3.241328413,3.233374233
7/28/1981,31.5,3.347601476,3.339386503
7/29/1981,34.5,3.666420664,3.657423313
7/30/1981,34.8,3.698302583,3.689226994
7/31/1981,60.7,6.450774908,6.434944785
8/1/1981,64,6.801476015,6.784785276
8/2/1981,64.6,6.865239852,6.848392638
8/3/1981,55,5.84501845,5.830674847
8/4/1981,59.2,6.291365314,6.27592638
8/5/1981,50.5,5.366789668,5.353619632
8/6/1981,50.8,5.398671587,5.385423313
8/7/1981,109,11.58376384,11.55533742
8/8/1981,58.6,6.227601476,6.212319018
8/9/1981,52,5.526199262,5.512638037
8/10/1981,40.8,4.335940959,4.325300613
8/11/1981,42.7,4.537859779,4.526723926
8/12/1981,34.5,3.666420664,3.657423313
8/13/1981,33,3.50701107,3.498404908
8/14/1981,29.9,3.177564576,3.169766871
8/15/1981,31.1,3.305092251,3.296981595
8/16/1981,27.8,2.954391144,2.947141104
8/17/1981,25,2.656826568,2.650306748
8/18/1981,29.3,3.113800738,3.106159509
8/19/1981,32.6,3.464501845,3.456
8/20/1981,44.5,4.729151292,4.717546012
8/21/1981,33.5,3.560147601,3.551411043
8/22/1981,32.5,3.453874539,3.445398773
8/23/1981,50.2,5.334907749,5.321815951
8/24/1981,63.4,6.737712177,6.721177914
8/25/1981,55.6,5.908782288,5.894282209
8/26/1981,46.3,4.920442804,4.908368098
8/27/1981,47.2,5.016088561,5.003779141
8/28/1981,39.3,4.176531365,4.166282209
8/29/1981,37.8,4.017121771,4.007263804
8/30/1981,34.7,3.687675277,3.678625767
8/31/1981,33,3.50701107,3.498404908
9/1/1981,31,3.294464945,3.286380368
9/2/1981,27.6,2.933136531,2.92593865
9/3/1981,27.8,2.954391144,2.947141104
9/4/1981,27,2.869372694,2.862331288
9/5/1981,24.6,2.614317343,2.60790184
9/6/1981,24.4,2.593062731,2.586699387
9/7/1981,24.6,2.614317343,2.60790184
9/8/1981,38.2,4.059630996,4.049668712
9/9/1981,108,11.47749077,11.44932515
9/10/1981,399,42.40295203,42.29889571
9/11/1981,358,38.04575646,37.95239264
9/12/1981,170,18.06642066,18.02208589
9/13/1981,132,14.02804428,13.99361963
9/14/1981,76.5,8.129889299,8.10993865
9/15/1981,72.2,7.672915129,7.65408589
9/16/1981,68.2,7.247822878,7.23003681
9/17/1981,66.7,7.088413284,7.071018405
9/18/1981,63.4,6.737712177,6.721177914
9/19/1981,55.9,5.940664207,5.92608589
9/20/1981,44.5,4.729151292,4.717546012
9/21/1981,41.5,4.410332103,4.399509202
9/22/1981,39,4.144649446,4.134478528
9/23/1981,37.3,3.96398524,3.954257669
9/24/1981,43.7,4.644132841,4.632736196
9/25/1981,35.5,3.772693727,3.763435583
9/26/1981,36.8,3.910848708,3.901251534
9/27/1981,37.3,3.96398524,3.954257669
9/28/1981,77.5,8.236162362,8.21595092
9/29/1981,220,23.3800738,23.32269939
9/30/1981,67.3,7.152177122,7.134625767
10/1/1981,64.9,6.897121771,6.880196319
10/2/1981,57.4,6.100073801,6.085104294
10/3/1981,47.8,5.079852399,5.067386503
10/4/1981,45.4,4.824797048,4.812957055
10/5/1981,42.1,4.474095941,4.463116564
10/6/1981,40,4.250922509,4.240490798
10/7/1981,39,4.144649446,4.134478528
10/8/1981,32.8,3.485756458,3.477202454
10/9/1981,30.5,3.241328413,3.233374233
10/10/1981,29.6,3.145682657,3.13796319
10/11/1981,28.4,3.018154982,3.010748466
10/12/1981,27.2,2.890627306,2.883533742
10/13/1981,26.6,2.826863469,2.81992638
10/14/1981,26.4,2.805608856,2.798723926
10/15/1981,25.8,2.741845018,2.735116564
10/16/1981,25.6,2.720590406,2.71391411
10/17/1981,24.4,2.593062731,2.586699387
10/18/1981,24.4,2.593062731,2.586699387
10/19/1981,24.4,2.593062731,2.586699387
10/20/1981,24,2.550553506,2.544294479
10/21/1981,23.4,2.486789668,2.480687117
10/22/1981,22.6,2.401771218,2.395877301
10/23/1981,21.6,2.295498155,2.289865031
10/24/1981,21.6,2.295498155,2.289865031
10/25/1981,21.6,2.295498155,2.289865031
10/26/1981,21.6,2.295498155,2.289865031
10/27/1981,21.6,2.295498155,2.289865031
10/28/1981,21.2,2.25298893,2.247460123
10/29/1981,21.2,2.25298893,2.247460123
10/30/1981,21.2,2.25298893,2.247460123
10/31/1981,20.8,2.210479705,2.205055215
11/1/1981,20.8,2.210479705,2.205055215
11/2/1981,20.8,2.210479705,2.205055215
11/3/1981,20.8,2.210479705,2.205055215
11/4/1981,35.3,3.751439114,3.742233129
11/5/1981,21.8,2.316752768,2.311067485
11/6/1981,21.6,2.295498155,2.289865031
11/7/1981,21.2,2.25298893,2.247460123
11/8/1981,20.8,2.210479705,2.205055215
11/9/1981,20.8,2.210479705,2.205055215
11/10/1981,20.8,2.210479705,2.205055215
11/11/1981,20.8,2.210479705,2.205055215
11/12/1981,20.8,2.210479705,2.205055215
11/13/1981,20.8,2.210479705,2.205055215
11/14/1981,20.8,2.210479705,2.205055215
11/15/1981,10,1.062730627,1.060122699
11/16/1981,9.75,1.036162362,1.033619632
11/17/1981,9.62,1.022346863,1.019838037
11/18/1981,9.5,1.009594096,1.007116564
11/19/1981,9.25,0.98302583,0.980613497
11/20/1981,9,0.956457565,0.954110429
11/21/1981,8.87,0.942642066,0.940328834
11/22/1981,8.62,0.916073801,0.913825767
11/23/1981,8.5,0.903321033,0.901104294
11/24/1981,8.25,0.876752768,0.874601227
11/25/1981,8,0.850184502,0.84809816
11/26/1981,7.88,0.837431734,0.835376687
11/27/1981,7.75,0.823616236,0.821595092
11/28/1981,7.75,0.823616236,0.821595092
11/29/1981,7.5,0.79704797,0.795092025
11/30/1981,7.39,0.785357934,0.783430675
12/1/1981,7.27,0.772605166,0.770709202
12/2/1981,7.16,0.760915129,0.759047853
12/3/1981,7.04,0.748162362,0.74632638
12/4/1981,7.04,0.748162362,0.74632638
12/5/1981,6.81,0.723719557,0.721943558
12/6/1981,6.81,0.723719557,0.721943558
12/7/1981,7.16,0.760915129,0.759047853
12/8/1981,7.39,0.785357934,0.783430675
12/9/1981,7.16,0.760915129,0.759047853
12/10/1981,6.93,0.736472325,0.734665031
12/11/1981,6.7,0.71202952,0.710282209
12/12/1981,6.58,0.699276753,0.697560736
12/13/1981,6.46,0.686523985,0.684839264
12/14/1981,6.35,0.674833948,0.673177914
12/15/1981,6.35,0.674833948,0.673177914
12/16/1981,6.35,0.674833948,0.673177914
12/17/1981,6.12,0.650391144,0.648795092
12/18/1981,5.89,0.625948339,0.62441227
12/19/1981,5.89,0.625948339,0.62441227
12/20/1981,5.77,0.613195572,0.611690798
12/21/1981,5.66,0.601505535,0.600029448
12/22/1981,5.66,0.601505535,0.600029448
12/23/1981,5.43,0.577062731,0.575646626
12/24/1981,5.43,0.577062731,0.575646626
12/25/1981,5.32,0.565372694,0.563985276
12/26/1981,5.2,0.552619926,0.551263804
12/27/1981,5.12,0.544118081,0.542782822
12/28/1981,5.04,0.535616236,0.53430184
12/29/1981,5.04,0.535616236,0.53430184
12/30/1981,5.04,0.535616236,0.53430184
12/31/1981,4.96,0.527114391,0.525820859
1/1/1982,4.88,0.518612546,0.517339877
1/2/1982,4.88,0.518612546,0.517339877
1/3/1982,4.8,0.510110701,0.508858896
1/4/1982,4.72,0.501608856,0.500377914
1/5/1982,4.72,0.501608856,0.500377914
1/6/1982,4.56,0.484605166,0.483415951
1/7/1982,5.2,0.552619926,0.551263804
1/8/1982,5.12,0.544118081,0.542782822
1/9/1982,5.04,0.535616236,0.53430184
1/10/1982,5.04,0.535616236,0.53430184
1/11/1982,5.04,0.535616236,0.53430184
1/12/1982,5.04,0.535616236,0.53430184
1/13/1982,5.04,0.535616236,0.53430184
1/14/1982,5.04,0.535616236,0.53430184
1/15/1982,5.04,0.535616236,0.53430184
1/16/1982,5.04,0.535616236,0.53430184
1/17/1982,4.88,0.518612546,0.517339877
1/18/1982,4.72,0.501608856,0.500377914
1/19/1982,4.64,0.493107011,0.491896933
1/20/1982,4.56,0.484605166,0.483415951
1/21/1982,4.4,0.467601476,0.466453988
1/22/1982,4.4,0.467601476,0.466453988
1/23/1982,4.4,0.467601476,0.466453988
1/24/1982,4.4,0.467601476,0.466453988
1/25/1982,4.4,0.467601476,0.466453988
1/26/1982,7.04,0.748162362,0.74632638
1/27/1982,9.12,0.969210332,0.966831902
1/28/1982,7.39,0.785357934,0.783430675
1/29/1982,6.58,0.699276753,0.697560736
1/30/1982,5.89,0.625948339,0.62441227
1/31/1982,5.66,0.601505535,0.600029448
2/1/1982,5.54,0.588752768,0.587307975
2/2/1982,5.43,0.577062731,0.575646626
2/3/1982,5.32,0.565372694,0.563985276
2/4/1982,6.23,0.662081181,0.660456442
2/5/1982,6.12,0.650391144,0.648795092
2/6/1982,5.89,0.625948339,0.62441227
2/7/1982,5.66,0.601505535,0.600029448
2/8/1982,5.43,0.577062731,0.575646626
2/9/1982,5.2,0.552619926,0.551263804
2/10/1982,5.04,0.535616236,0.53430184
2/11/1982,5.04,0.535616236,0.53430184
2/12/1982,4.96,0.527114391,0.525820859
2/13/1982,4.88,0.518612546,0.517339877
2/14/1982,4.8,0.510110701,0.508858896
2/15/1982,4.72,0.501608856,0.500377914
2/16/1982,5.04,0.535616236,0.53430184
2/17/1982,5.04,0.535616236,0.53430184
2/18/1982,4.88,0.518612546,0.517339877
2/19/1982,4.72,0.501608856,0.500377914
2/20/1982,4.72,0.501608856,0.500377914
2/21/1982,4.56,0.484605166,0.483415951
2/22/1982,4.56,0.484605166,0.483415951
2/23/1982,4.56,0.484605166,0.483415951
2/24/1982,4.56,0.484605166,0.483415951
2/25/1982,4.48,0.476103321,0.474934969
2/26/1982,4.4,0.467601476,0.466453988
2/27/1982,4.4,0.467601476,0.466453988
2/28/1982,4.4,0.467601476,0.466453988
3/1/1982,4.24,0.450597786,0.449492025
3/2/1982,8.12,0.862937269,0.860819632
3/3/1982,9.25,0.98302583,0.980613497
3/4/1982,6.93,0.736472325,0.734665031
3/5/1982,6.58,0.699276753,0.697560736
3/6/1982,6.58,0.699276753,0.697560736
3/7/1982,11.2,1.190258303,1.187337423
3/8/1982,10.5,1.115867159,1.113128834
3/9/1982,7.75,0.823616236,0.821595092
3/10/1982,7.16,0.760915129,0.759047853
3/11/1982,6.93,0.736472325,0.734665031
3/12/1982,6.46,0.686523985,0.684839264
3/13/1982,6,0.637638376,0.63607362
3/14/1982,5.54,0.588752768,0.587307975
3/15/1982,5.12,0.544118081,0.542782822
3/16/1982,5.04,0.535616236,0.53430184
3/17/1982,5.04,0.535616236,0.53430184
3/18/1982,4.88,0.518612546,0.517339877
3/19/1982,4.88,0.518612546,0.517339877
3/20/1982,4.88,0.518612546,0.517339877
3/21/1982,4.72,0.501608856,0.500377914
3/22/1982,4.72,0.501608856,0.500377914
3/23/1982,4.72,0.501608856,0.500377914
3/24/1982,4.72,0.501608856,0.500377914
3/25/1982,4.56,0.484605166,0.483415951
3/26/1982,4.56,0.484605166,0.483415951
3/27/1982,5.04,0.535616236,0.53430184
3/28/1982,4.72,0.501608856,0.500377914
3/29/1982,4.56,0.484605166,0.483415951
3/30/1982,4.56,0.484605166,0.483415951
3/31/1982,4.24,0.450597786,0.449492025
4/1/1982,4.24,0.450597786,0.449492025
4/2/1982,4.24,0.450597786,0.449492025
4/3/1982,4.08,0.433594096,0.432530061
4/4/1982,4.08,0.433594096,0.432530061
4/5/1982,3.92,0.416590406,0.415568098
4/6/1982,3.76,0.399586716,0.398606135
4/7/1982,3.76,0.399586716,0.398606135
4/8/1982,3.68,0.391084871,0.390125153
4/9/1982,3.6,0.382583026,0.381644172
4/10/1982,3.6,0.382583026,0.381644172
4/11/1982,3.6,0.382583026,0.381644172
4/12/1982,3.6,0.382583026,0.381644172
4/13/1982,3.6,0.382583026,0.381644172
4/14/1982,3.45,0.366642066,0.365742331
4/15/1982,3.45,0.366642066,0.365742331
4/16/1982,3.45,0.366642066,0.365742331
4/17/1982,3.45,0.366642066,0.365742331
4/18/1982,4.08,0.433594096,0.432530061
4/19/1982,4.24,0.450597786,0.449492025
4/20/1982,4,0.425092251,0.42404908
4/21/1982,3.84,0.408088561,0.407087117
4/22/1982,3.68,0.391084871,0.390125153
4/23/1982,3.6,0.382583026,0.381644172
4/24/1982,3.45,0.366642066,0.365742331
4/25/1982,3.45,0.366642066,0.365742331
4/26/1982,5.43,0.577062731,0.575646626
4/27/1982,4.88,0.518612546,0.517339877
4/28/1982,4.16,0.442095941,0.441011043
4/29/1982,3.92,0.416590406,0.415568098
4/30/1982,3.68,0.391084871,0.390125153
5/1/1982,3.37,0.358140221,0.35726135
5/2/1982,3.22,0.342199262,0.341359509
5/3/1982,3.15,0.334760148,0.33393865
5/4/1982,3,0.318819188,0.31803681
5/5/1982,3,0.318819188,0.31803681
5/6/1982,2.85,0.302878229,0.302134969
5/7/1982,2.85,0.302878229,0.302134969
5/8/1982,2.85,0.302878229,0.302134969
5/9/1982,2.7,0.286937269,0.286233129
5/10/1982,4.88,0.518612546,0.517339877
5/11/1982,4.72,0.501608856,0.500377914
5/12/1982,4.64,0.493107011,0.491896933
5/13/1982,4.56,0.484605166,0.483415951
5/14/1982,14,1.487822878,1.484171779
5/15/1982,9.97,1.059542435,1.056942331
5/16/1982,7.76,0.824678967,0.822655215
5/17/1982,5.66,0.601505535,0.600029448
5/18/1982,4.56,0.484605166,0.483415951
5/19/1982,4.24,0.450597786,0.449492025
5/20/1982,3.92,0.416590406,0.415568098
5/21/1982,3.76,0.399586716,0.398606135
5/22/1982,3.6,0.382583026,0.381644172
5/23/1982,3.3,0.350701107,0.349840491
5/24/1982,3.3,0.350701107,0.349840491
5/25/1982,3.15,0.334760148,0.33393865
5/26/1982,3.15,0.334760148,0.33393865
5/27/1982,3,0.318819188,0.31803681
5/28/1982,2.62,0.278435424,0.277752147
5/29/1982,2.4,0.255055351,0.254429448
5/30/1982,2.33,0.247616236,0.247008589
5/31/1982,2.25,0.239114391,0.238527607
6/1/1982,2.25,0.239114391,0.238527607
6/2/1982,2.25,0.239114391,0.238527607
6/3/1982,2.25,0.239114391,0.238527607
6/4/1982,2.25,0.239114391,0.238527607
6/5/1982,2.7,0.286937269,0.286233129
6/6/1982,2.7,0.286937269,0.286233129
6/7/1982,2.62,0.278435424,0.277752147
6/8/1982,2.55,0.27099631,0.270331288
6/9/1982,2.55,0.27099631,0.270331288
6/10/1982,2.55,0.27099631,0.270331288
6/11/1982,2.4,0.255055351,0.254429448
6/12/1982,4.8,0.510110701,0.508858896
6/13/1982,11.1,1.179630996,1.176736196
6/14/1982,14.8,1.572841328,1.568981595
6/15/1982,13.8,1.466568266,1.462969325
6/16/1982,8.25,0.876752768,0.874601227
6/17/1982,5.89,0.625948339,0.62441227
6/18/1982,5.43,0.577062731,0.575646626
6/19/1982,3.6,0.382583026,0.381644172
6/20/1982,3.45,0.366642066,0.365742331
6/21/1982,3.15,0.334760148,0.33393865
6/22/1982,2.78,0.295439114,0.29471411
6/23/1982,2.62,0.278435424,0.277752147
6/24/1982,2.47,0.262494465,0.261850307
6/25/1982,2.33,0.247616236,0.247008589
6/26/1982,2.18,0.231675277,0.231106748
6/27/1982,2.93,0.311380074,0.310615951
6/28/1982,3.22,0.342199262,0.341359509
6/29/1982,3,0.318819188,0.31803681
6/30/1982,2.78,0.295439114,0.29471411
7/1/1982,2.25,0.239114391,0.238527607
7/2/1982,2.85,0.302878229,0.302134969
7/3/1982,2.85,0.302878229,0.302134969
7/4/1982,2.85,0.302878229,0.302134969
7/5/1982,2.78,0.295439114,0.29471411
7/6/1982,2.85,0.302878229,0.302134969
7/7/1982,2.47,0.262494465,0.261850307
7/8/1982,2.4,0.255055351,0.254429448
7/9/1982,2.25,0.239114391,0.238527607
7/10/1982,12,1.275276753,1.272147239
7/11/1982,6.35,0.674833948,0.673177914
7/12/1982,11.2,1.190258303,1.187337423
7/13/1982,5.06,0.537741697,0.536422086
7/14/1982,3.3,0.350701107,0.349840491
7/15/1982,2.78,0.295439114,0.29471411
7/16/1982,10.6,1.126494465,1.123730061
7/17/1982,9.12,0.969210332,0.966831902
7/18/1982,8.75,0.929889299,0.927607362
7/19/1982,8.95,0.951143911,0.948809816
7/20/1982,15,1.594095941,1.590184049
7/21/1982,9.75,1.036162362,1.033619632
7/22/1982,9,0.956457565,0.954110429
7/23/1982,7.75,0.823616236,0.821595092
7/24/1982,19.4,2.061697417,2.056638037
7/25/1982,12.2,1.296531365,1.293349693
7/26/1982,31.6,3.358228782,3.34998773
7/27/1982,54.7,5.813136531,5.798871166
7/28/1982,53.8,5.717490775,5.703460123
7/29/1982,27.5,2.922509225,2.915337423
7/30/1982,29.5,3.135055351,3.127361963
7/31/1982,20.6,2.189225092,2.183852761
8/1/1982,19.4,2.061697417,2.056638037
8/2/1982,18.4,1.955424354,1.950625767
8/3/1982,16.6,1.764132841,1.759803681
8/4/1982,39,4.144649446,4.134478528
8/5/1982,29.8,3.166937269,3.159165644
8/6/1982,45.2,4.803542435,4.791754601
8/7/1982,30.1,3.198819188,3.190969325
8/8/1982,68,7.226568266,7.208834356
8/9/1982,49.6,5.271143911,5.258208589
8/10/1982,61,6.482656827,6.466748466
8/11/1982,50.2,5.334907749,5.321815951
8/12/1982,47.8,5.079852399,5.067386503
8/13/1982,50.5,5.366789668,5.353619632
8/14/1982,48.7,5.175498155,5.162797546
8/15/1982,38,4.038376384,4.028466258
8/16/1982,32.5,3.453874539,3.445398773
8/17/1982,29.4,3.124428044,3.116760736
8/18/1982,32.8,3.485756458,3.477202454
8/19/1982,37.5,3.985239852,3.975460123
8/20/1982,36,3.825830258,3.816441718
8/21/1982,41.5,4.410332103,4.399509202
8/22/1982,63.3,6.727084871,6.710576687
8/23/1982,41.8,4.442214022,4.431312883
8/24/1982,50.2,5.334907749,5.321815951
8/25/1982,42.4,4.50597786,4.494920245
8/26/1982,43.3,4.601623616,4.590331288
8/27/1982,48.7,5.175498155,5.162797546
8/28/1982,72,7.651660517,7.632883436
8/29/1982,58,6.163837638,6.148711656
8/30/1982,66.1,7.024649446,7.007411043
8/31/1982,82.5,8.767527675,8.74601227
9/1/1982,73.5,7.811070111,7.79190184
9/2/1982,82.5,8.767527675,8.74601227
9/3/1982,68.4,7.269077491,7.251239264
9/4/1982,50.8,5.398671587,5.385423313
9/5/1982,46.9,4.984206642,4.97197546
9/6/1982,42.1,4.474095941,4.463116564
9/7/1982,36,3.825830258,3.816441718
9/8/1982,33.8,3.59202952,3.583214724
9/9/1982,32.3,3.432619926,3.424196319
9/10/1982,26,2.763099631,2.756319018
9/11/1982,123,13.07158672,13.0395092
9/12/1982,252,26.78081181,26.71509202
9/13/1982,333,35.38892989,35.30208589
9/14/1982,213,22.63616236,22.5806135
9/15/1982,144,15.30332103,15.26576687
9/16/1982,111,11.79630996,11.76736196
9/17/1982,91,9.670848708,9.647116564
9/18/1982,70,7.439114391,7.420858896
9/19/1982,50.4,5.356162362,5.343018405
9/20/1982,46.6,4.952324723,4.940171779
9/21/1982,39.3,4.176531365,4.166282209
9/22/1982,30.3,3.220073801,3.212171779
9/23/1982,27.8,2.954391144,2.947141104
9/24/1982,27.6,2.933136531,2.92593865
9/25/1982,25.6,2.720590406,2.71391411
9/26/1982,23.6,2.50804428,2.501889571
9/27/1982,21.2,2.25298893,2.247460123
9/28/1982,19.6,2.08295203,2.077840491
9/29/1982,18.4,1.955424354,1.950625767
9/30/1982,17.2,1.827896679,1.823411043
10/1/1982,16.4,1.742878229,1.738601227
10/2/1982,15.8,1.679114391,1.674993865
10/3/1982,14.6,1.551586716,1.547779141
10/4/1982,14,1.487822878,1.484171779
10/5/1982,13.8,1.466568266,1.462969325
10/6/1982,13.6,1.445313653,1.441766871
10/7/1982,13.6,1.445313653,1.441766871
10/8/1982,14,1.487822878,1.484171779
10/9/1982,14,1.487822878,1.484171779
10/10/1982,13.8,1.466568266,1.462969325
10/11/1982,13.8,1.466568266,1.462969325
10/12/1982,13.6,1.445313653,1.441766871
10/13/1982,13.2,1.402804428,1.399361963
10/14/1982,12.6,1.33904059,1.335754601
10/15/1982,11.8,1.25402214,1.250944785
10/16/1982,11.6,1.232767528,1.229742331
10/17/1982,10.4,1.105239852,1.102527607
10/18/1982,10.4,1.105239852,1.102527607
10/19/1982,10,1.062730627,1.060122699
10/20/1982,10,1.062730627,1.060122699
10/21/1982,9.88,1.04997786,1.047401227
10/22/1982,9.75,1.036162362,1.033619632
10/23/1982,10.9,1.158376384,1.155533742
10/24/1982,9,0.956457565,0.954110429
10/25/1982,8.75,0.929889299,0.927607362
10/26/1982,8.75,0.929889299,0.927607362
10/27/1982,8.5,0.903321033,0.901104294
10/28/1982,8.25,0.876752768,0.874601227
10/29/1982,8.25,0.876752768,0.874601227
10/30/1982,8,0.850184502,0.84809816
10/31/1982,7.88,0.837431734,0.835376687
11/1/1982,7.75,0.823616236,0.821595092
11/2/1982,7.5,0.79704797,0.795092025
11/3/1982,7.27,0.772605166,0.770709202
11/4/1982,7.04,0.748162362,0.74632638
11/5/1982,6.81,0.723719557,0.721943558
11/6/1982,6.7,0.71202952,0.710282209
11/7/1982,6.81,0.723719557,0.721943558
11/8/1982,6.81,0.723719557,0.721943558
11/9/1982,6.81,0.723719557,0.721943558
11/10/1982,6.7,0.71202952,0.710282209
11/11/1982,6.58,0.699276753,0.697560736
11/12/1982,6.46,0.686523985,0.684839264
11/13/1982,6.35,0.674833948,0.673177914
11/14/1982,6.23,0.662081181,0.660456442
11/15/1982,6.12,0.650391144,0.648795092
11/16/1982,6.12,0.650391144,0.648795092
11/17/1982,5.89,0.625948339,0.62441227
11/18/1982,5.77,0.613195572,0.611690798
11/19/1982,5.77,0.613195572,0.611690798
11/20/1982,5.66,0.601505535,0.600029448
11/21/1982,5.66,0.601505535,0.600029448
11/22/1982,5.43,0.577062731,0.575646626
11/23/1982,5.43,0.577062731,0.575646626
11/24/1982,5.43,0.577062731,0.575646626
11/25/1982,5.32,0.565372694,0.563985276
11/26/1982,5.2,0.552619926,0.551263804
11/27/1982,5.2,0.552619926,0.551263804
11/28/1982,5.04,0.535616236,0.53430184
11/29/1982,4.88,0.518612546,0.517339877
11/30/1982,4.72,0.501608856,0.500377914
12/1/1982,4.56,0.484605166,0.483415951
12/2/1982,4.72,0.501608856,0.500377914
12/3/1982,4.56,0.484605166,0.483415951
12/4/1982,4.56,0.484605166,0.483415951
12/5/1982,4.64,0.493107011,0.491896933
12/6/1982,4.72,0.501608856,0.500377914
